title,score,type,source,members,favorites,rating,genres_score,themes_score,studios_score,demographics_score,producers_score
One Punch Man 2nd Season,7.47,tv,web_manga,1443287,5742,r,6.718383358588315,6.647741519174045,6.85110787172012,6.98755434782609,7.211232711726517
Ranma ½,7.76,tv,manga,231152,3722,r+,6.71558035565759,6.86003205128205,6.99734615384615,7.07873015873016,7.101346466033965
Kotarou wa Hitorigurashi,8.32,ona,manga,86391,1364,pg_13,6.71841532176,7.60871794871795,6.80375,6.98755434782609,6.54
Tonari no Kaibutsu-kun,7.49,tv,manga,971364,5707,pg_13,6.7701985110765754,6.90549795361528,7.02521276595745,6.86086440677966,7.268938272377608
K-On!: Live House!,7.84,special,4_koma_manga,147973,248,pg_13,6.66621791767554,6.70261707576154,7.30837398373984,6.54,7.084278636275835
High School DxD New,7.49,tv,light_novel,834919,4376,r+,6.700372085912092,6.832981040974174,6.40395833333333,6.54,7.0312233647244105
Mousou Dairinin,7.67,tv,original,365277,4825,r+,6.6404953867905,6.931488387354484,6.98389728096677,6.54,7.133824129353234
High Score Girl II,7.99,tv,manga,119181,758,pg_13,6.66621791767554,7.1417716100796325,6.85110787172012,6.98755434782609,7.205729706378092
Paradise Kiss,7.85,tv,manga,196652,3675,r,6.819353719050685,7.06298507462687,6.98389728096677,6.95010752688172,7.321360889640918
Psycho-Pass Movie,7.71,movie,original,248194,511,r,6.7207848111268795,7.07835810905379,7.05663157894737,6.54,7.271173310826661
New Game!!,7.72,tv,4_koma_manga,238184,866,pg_13,6.66621791767554,7.115330093133373,6.87641975308642,6.54,7.106666309773803
Mushishi Zoku Shou: Odoro no Michi,8.44,special,manga,91547,113,pg_13,6.84645987734836,7.26302664745137,6.90953488372093,6.98755434782609,7.379466836730433
Pokemon Movie 01: Mewtwo no Gyakushuu,7.63,movie,game,240660,369,pg,6.78080480328147,6.54,6.64057692307692,6.11498542274053,6.967871464261517
Working!!!: Lord of the Takanashi,8.16,special,4_koma_manga,96059,206,pg_13,6.7701985110765754,6.9754954954955,7.15838095238095,6.98755434782609,6.54
Net-juu no Susume,7.57,ona,web_manga,415503,2154,pg_13,6.7701985110765754,7.04303780292027,6.50217391304348,6.54,6.9739923837972215
Hachimitsu to Clover II,8.22,tv,manga,100712,944,pg_13,6.870398986175734,7.21475340687865,6.85110787172012,6.95010752688172,7.190044638710273
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.73,special,manga,192819,253,pg_13,6.740261574648615,6.54,7.30837398373984,6.54,6.54
Akudama Drive,7.62,tv,original,353419,3065,r,6.7207848111268795,7.05121739130435,6.81260683760684,6.54,6.964481104887548
Tonikaku Kawaii: SNS,8.13,ova,manga,108963,675,pg_13,6.7701985110765754,6.54,7.24166666666667,7.07873015873016,7.34168421052632
Seitokai Yakuindomo,7.57,tv,4_koma_manga,455873,3146,r,6.66621791767554,7.098634691093355,6.89032258064516,7.07873015873016,6.99538011695906
Quanzhi Gaoshou Specials,8.24,ona,novel,95875,345,pg_13,6.77054879950109,6.69194174757282,7.93,6.54,7.20609756097561
ef: A Tale of Melodies.,8.01,tv,visual_novel,157753,1677,pg_13,6.950354680638623,6.54,7.12786259541985,6.54,6.54
Hikaru no Go,8.08,tv,manga,127349,2244,pg_13,6.7808208897639854,6.40602739726027,6.81260683760684,7.07873015873016,7.177319607759601
Blood+,7.63,tv,original,354199,4180,r,6.789764767984258,6.930918583050383,7.05663157894737,6.54,7.406817966077405
Tennis no Ouji-sama,7.87,tv,manga,168365,2937,pg_13,6.83221476510067,6.90549795361528,6.62666666666667,7.07873015873016,7.25525887175062
New Game!,7.58,tv,4_koma_manga,398929,2743,pg_13,6.66621791767554,7.115330093133373,6.87641975308642,6.54,7.137913154801451
Sasaki to Miyano,8.26,tv,web_manga,128616,3311,pg_13,6.652680463641655,7.08881455057813,6.99734615384615,6.54,6.995981208370597
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.55,tv,light_novel,426593,3023,pg_13,6.721727942190978,6.69194174757282,6.91933962264151,6.54,6.985160437344496
Girls & Panzer Movie,8.19,movie,original,95090,1251,pg_13,6.83221476510067,6.898555749716005,6.8645652173913,6.54,7.162981916339091
Toaru Majutsu no Index II,7.55,tv,light_novel,427845,1704,r,6.7207848111268795,6.81006637168142,6.85110787172012,6.54,7.154256854453412
Ghost Hunt,7.77,tv,light_novel,216628,2897,pg_13,6.737289970738357,6.54,6.85110787172012,6.86086440677966,6.9929926861415375
Trigun: Badlands Rumble,7.94,movie,manga,126896,229,pg_13,6.7730268831414495,7.39413385826772,6.98389728096677,7.07873015873016,7.226194369654735
Mirai Nikki (TV),7.44,tv,manga,1849979,29338,r+,6.90459135993108,7.0885605607341,6.68166666666667,7.07873015873016,7.215923236023426
Kara no Kyoukai Movie 1: Fukan Fuukei,7.59,movie,light_novel,391169,2217,r,6.94479617695314,6.54,7.27539682539683,6.54,7.51031650993305
Love Live! The School Idol Movie,7.93,movie,original,121259,1178,pg_13,6.77061272584446,6.59490582532615,6.97081683168317,6.54,7.232132268840052
No.6,7.57,tv,novel,402100,7046,r,6.868346344619552,6.54,7.32328671328671,6.54,7.370638613376325
Kamisama Hajimemashita OVA,8.03,ova,manga,115498,364,pg_13,6.786432826864587,6.80876126126126,7.08680751173709,6.86086440677966,6.54
Major S1,8.23,tv,manga,93583,1331,pg_13,6.821612603660447,7.09946107784431,6.63225,7.07873015873016,6.628203781512605
Seitokai Yakuindomo*,7.7,tv,4_koma_manga,235327,550,r,6.66621791767554,7.098634691093355,6.89032258064516,7.07873015873016,7.00631578947368
Junjou Romantica 2,7.74,tv,manga,169865,958,pg_13,6.760387587949283,6.54,6.99734615384615,6.54,7.2637218771566605
Demi-chan wa Kataritai,7.56,tv,manga,383388,1437,pg_13,6.688064170564155,6.877711382822675,7.15838095238095,6.98755434782609,7.307923394354548
Fairy Tail: Final Series,7.55,tv,manga,442380,4703,pg_13,6.7571336568422264,6.54,6.9468595422665205,7.07873015873016,7.266933757468388
Rakudai Kishi no Cavalry,7.46,tv,light_novel,840587,8139,r,6.7112952123564,6.90549795361528,6.890919811320755,6.54,7.055692943403836
Ajin Part 2,7.6,tv,manga,272022,500,r,6.74560467792904,7.05121739130435,6.4528125,6.98755434782609,7.28562328202309
Hellsing,7.49,tv,manga,654510,5545,r,6.6390026945656135,7.0984253538673805,6.75540740740741,6.98755434782609,6.991564685314685
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.5,tv,light_novel,520852,1892,r,6.734404722050555,7.09210526315789,7.23772727272727,6.54,7.009649229581855
Osomatsu-san,7.96,tv,original,161137,3448,r,6.66621791767554,6.8885940476190495,6.81260683760684,6.54,7.348780665681142
Little Witch Academia: Mahoujikake no Parade,7.76,movie,original,160892,314,pg,6.722356696233709,6.90549795361528,6.82933333333333,6.54,7.166928747725312
Tsubasa: Tokyo Revelations,8.29,ova,manga,90115,819,r,6.822397040641884,6.54,7.05663157894737,7.07873015873016,7.46961089494163
Kingdom,7.96,tv,manga,183997,1425,r,6.77054879950109,6.862892910189656,6.81260683760684,6.98755434782609,6.959453781512606
Bishoujo Senshi Sailor Moon S,7.87,tv,manga,133649,1315,pg_13,6.92029211634137,7.04710059171598,6.80722772277228,6.86086440677966,7.160690104166665
Saint Seiya,7.74,tv,manga,171379,3668,pg_13,6.723957664592753,6.54,6.80722772277228,7.07873015873016,6.54
Grisaia no Kajitsu,7.5,tv,visual_novel,558354,4207,r+,6.92029211634137,6.867943904431103,7.14875,6.54,7.005814908666895
Senpai ga Uzai Kouhai no Hanashi,7.67,tv,web_manga,256125,1597,pg_13,6.71841532176,7.324251451254407,6.87641975308642,6.54,7.054692443240916
Tian Guan Ci Fu,8.39,ona,web_novel,98695,3679,pg_13,6.855829884282867,6.83417227456258,6.84,6.54,7.683978494623656
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,7.59,ova,light_novel,244937,466,pg_13,6.7701985110765754,7.136009846372855,7.02521276595745,6.54,6.54
Mo Dao Zu Shi: Xian Yun Pian,8.45,ona,web_novel,86711,1038,r,6.860323428206403,6.82146676791192,7.3,6.54,7.20609756097561
Gintama°: Aizome Kaori-hen,8.4,ova,manga,75995,127,pg_13,6.66621791767554,6.8885940476190495,7.15023255813954,6.54,7.27375718941718
Detective Conan Movie 06: The Phantom of Baker Street,8.3,movie,manga,70375,219,pg_13,6.92817618779607,6.94932692307692,7.08680751173709,7.07873015873016,6.54
Innocence,7.79,movie,manga,149148,916,r,6.67102082275267,6.962089056864212,7.05663157894737,6.54,7.217424309294539
Sekaiichi Hatsukoi,7.68,tv,manga,204392,3002,pg_13,6.760387587949283,6.54,6.99734615384615,6.54,7.006847545007636
Shakugan no Shana II (Second),7.57,tv,light_novel,294761,984,pg_13,6.843293463497806,6.97629927266563,6.85110787172012,6.54,7.184111503175725
Mobile Suit Gundam SEED,7.75,tv,original,156484,3354,r,6.820538463734125,6.754543185836863,6.97081683168317,6.54,7.122822798842396
Amagi Brilliant Park,7.48,tv,light_novel,598836,2482,pg_13,6.780844489777813,6.9754954954955,7.30837398373984,6.54,6.860012275260628
Kill la Kill Specials,7.69,special,original,187564,270,r,6.64243641305692,6.85778216264835,6.82933333333333,6.54,7.247124343883785
Umibe no Étranger,7.92,movie,manga,133176,2278,pg_13,6.726513343920307,6.54,6.63225,6.54,7.401785714285716
Soredemo Sekai wa Utsukushii,7.62,tv,manga,281274,1848,pg_13,6.7916770918344,6.54,6.81260683760684,6.86086440677966,7.36256172839506
Binbougami ga!,7.69,tv,manga,217370,1161,pg_13,6.7808208897639854,6.48541666666667,6.97081683168317,7.07873015873016,7.262706604723726
Inazuma Eleven,7.66,tv,game,186933,3505,g,6.83221476510067,6.954763724762865,6.64057692307692,7.07873015873016,7.164201221516217
Guilty Crown,7.43,tv,original,1128518,16611,r,6.802658250152963,7.024970825736354,7.05663157894737,6.54,7.331048950064215
Saenai Heroine no Sodatekata,7.49,tv,light_novel,591327,4029,pg_13,6.676979848049093,6.98743766973408,7.15838095238095,6.54,7.23071076125941
Major S5,8.41,tv,manga,66041,602,pg_13,6.834754228864737,7.09946107784431,7.01176470588235,7.07873015873016,6.18390756302521
Kuroko no Basket: Saikou no Present Desu,8.1,special,manga,93320,180,pg_13,6.80138178230088,7.002479515729795,7.05663157894737,7.07873015873016,7.086566863879584
Re:Creators,7.55,tv,original,439801,3146,r,6.7171600152355095,6.66172110552764,7.33125,6.54,7.19099862924677
K: Missing Kings,7.65,movie,original,238886,600,pg_13,6.832986330676761,6.81006637168142,6.89032258064516,6.54,7.109707753357893
Mahouka Koukou no Rettousei,7.43,tv,light_novel,957202,10603,pg_13,6.80279314714595,6.90549795361528,6.98389728096677,6.54,7.223724079328562
Jigoku Shoujo Futakomori,7.9,tv,original,151643,678,r,6.737289970738357,6.91364985163205,6.99734615384615,6.54,7.493085984095425
Kobato.,7.96,tv,manga,156623,1428,pg_13,6.804178143452763,7.56077380952381,6.98389728096677,6.54,6.911953781512604
Macross F,7.9,tv,original,139389,1823,pg_13,6.77191624224379,6.591904798704072,6.95569892473118,6.54,7.097200341012496
Koyomimonogatari,7.63,ona,light_novel,225499,348,r,6.875684135849097,6.54,7.12786259541985,6.54,7.42214143156624
Liz to Aoi Tori,8.19,movie,novel,116417,2133,pg_13,6.96640512820513,6.72276023145642,7.30837398373984,6.54,7.08203946182024
Angel Beats! Specials,7.57,special,original,258515,306,pg_13,6.7808208897639854,6.90549795361528,7.00528301886792,6.54,7.339259061018501
Jigoku Shoujo,7.62,tv,original,330802,2969,r,6.737289970738357,6.91364985163205,6.99734615384615,6.54,7.493085984095425
Fullmetal Alchemist: The Conqueror of Shamballa,7.53,movie,manga,311229,590,r,6.780844489777813,6.862892910189656,7.32328671328671,7.07873015873016,7.316612009271321
Yuru Yuri,7.58,tv,manga,317450,4361,pg_13,6.67973939362038,7.098544339516783,6.87641975308642,6.54,7.098974892955705
Yuru Yuri San☆Hai!,7.92,tv,manga,115089,674,pg_13,6.67973939362038,7.098544339516783,7.09586206896552,6.54,6.973264182424915
Lucky☆Star: Original na Visual to Animation,7.8,ova,4_koma_manga,125796,196,pg_13,6.66621791767554,7.00193079498946,7.30837398373984,6.54,7.145672424717406
Goblin Slayer,7.42,tv,light_novel,958680,6307,r,6.7571336568422264,7.05121739130435,7.23772727272727,6.54,7.058478905620771
Yoru wa Mijikashi Arukeyo Otome,8.19,movie,novel,107370,1479,r+,6.7701985110765754,6.54,7.17333333333333,6.54,7.08506907428806
Colorful (Movie),7.77,movie,novel,179187,1160,pg_13,6.87748057196734,6.54,6.521519526952694,6.54,7.076401391262054
Ushio to Tora (TV) 2nd Season,7.91,tv,manga,122662,297,pg_13,6.78078308165047,6.80876126126126,7.041875,7.07873015873016,7.265717672413793
High School DxD BorN,7.43,tv,light_novel,728453,3773,r+,6.700372085912092,6.832981040974174,6.40395833333333,6.54,7.021430052017113
Eve no Jikan (Movie),8,movie,original,118227,584,pg_13,6.720816774298565,6.54,7.30222222222222,6.54,7.393750000000001
Non Non Biyori Nonstop,8.4,tv,manga,104387,849,pg_13,6.77061272584446,7.3295687229437245,6.91933962264151,6.98755434782609,7.118947432060912
Major S2,8.21,tv,manga,66908,300,pg_13,6.821612603660447,7.09946107784431,6.63225,7.07873015873016,6.18390756302521
D-Frag!,7.53,tv,manga,363687,2235,pg_13,6.66621791767554,6.655762675437774,7.02521276595745,6.98755434782609,6.98966346144936
K: Return of Kings,7.57,tv,original,307154,1157,pg_13,6.832986330676761,6.81006637168142,6.89032258064516,6.54,7.050884398289723
Tomodachi Game,7.7,tv,manga,216984,2241,r,6.54,6.834684082964107,6.876,7.07873015873016,7.100717843476344
Ao no Exorcist Movie,7.59,movie,manga,251778,373,pg_13,6.74022961147693,6.85712960743827,7.15838095238095,7.07873015873016,7.389236810541705
Zombieland Saga,7.51,tv,original,438362,2881,r,6.7808208897639854,6.439609761181585,7.13375,6.54,7.02925263474857
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.47,tv,light_novel,540091,3608,pg_13,6.760525250620457,7.09210526315789,6.7896,6.54,6.979069470105293
Arakawa Under the Bridge,7.57,tv,manga,331321,2258,pg_13,6.7701985110765754,6.54,7.12786259541985,6.98755434782609,7.09655663213874
Isekai no Seikishi Monogatari,7.77,ova,original,183307,1745,r+,6.659304915655882,6.861002057586697,6.919062500000001,6.54,6.901916666666665
K,7.45,tv,original,707801,6477,pg_13,6.910461096457613,6.81006637168142,6.89032258064516,6.54,7.194000581712963
Saint Seiya: The Lost Canvas - Meiou Shinwa,7.97,ova,manga,99076,852,pg_13,6.818971469642113,6.81131523712276,7.08680751173709,7.07873015873016,7.02892857142857
Danshi Koukousei no Nichijou Specials,7.83,special,web_manga,125985,176,pg_13,6.66621791767554,7.098634691093355,6.97081683168317,7.07873015873016,6.54
Kore wa Zombie Desu ka? of the Dead,7.51,tv,light_novel,359419,716,r,6.705683275255797,6.78468390804598,6.99734615384615,6.54,7.1430733408096065
Tsumiki no Ie,8.03,movie,original,89646,460,g,7.055202564102565,6.54,7.2775,6.54,6.875
Baby Steps 2nd Season,8.02,tv,manga,85644,296,pg_13,6.83221476510067,6.90549795361528,6.81260683760684,7.07873015873016,6.18390756302521
Major S3,8.24,tv,manga,64447,350,pg_13,6.899309946652901,7.09946107784431,6.63225,7.07873015873016,6.18390756302521
Baby Steps,7.81,tv,manga,138625,816,pg_13,6.83221476510067,6.90549795361528,6.81260683760684,7.07873015873016,6.18390756302521
Digimon Tamers,7.63,tv,original,183445,1718,pg,6.783368804226565,7.09210526315789,6.80722772277228,7.07873015873016,7.142906327543425
Dragon Ball Super,7.42,tv,manga,726282,9080,pg_13,6.734404722050555,6.81131523712276,6.80722772277228,7.07873015873016,7.142906327543425
Mobile Suit Gundam Unicorn,8.11,ova,novel,90009,1468,pg_13,6.802658250152963,6.754543185836863,6.97081683168317,6.54,7.07726073547897
Sword Art Online: Alicization - War of Underworld 2nd Season,7.46,tv,light_novel,509772,2952,r,6.7571336568422264,6.69194174757282,7.15838095238095,6.54,7.202722069112984
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.12,special,manga,93862,233,r,6.868215725385995,6.974198858172253,7.05663157894737,6.98755434782609,7.1082616600699975
Fugou Keiji: Balance:Unlimited,7.54,tv,novel,366487,2642,pg_13,6.86581427284743,6.94932692307692,7.13069767441861,6.54,7.235606852172427
K-On!!: Keikaku!,7.85,special,original,115346,207,pg_13,6.71841532176,6.70261707576154,7.30837398373984,6.54,7.25591935483871
Sidonia no Kishi,7.65,tv,manga,216188,1400,r,6.7207848111268795,6.686008005846929,6.4528125,6.98755434782609,7.26290316002013
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.74,tv,web_manga,171662,1126,pg_13,6.71841532176,7.083594451931715,6.50318181818182,6.54,7.066406891977852
Boku no Hero Academia 5th Season,7.42,tv,manga,932614,9820,pg_13,6.77054879950109,6.85778216264835,7.32328671328671,7.07873015873016,7.295416411749752
Aggressive Retsuko (ONA),7.65,ona,other,157854,1118,pg_13,6.71841532176,6.990989505989511,6.59434782608696,6.54,6.715552325581395
Dragon Ball Kai (2014),7.67,tv,manga,165499,666,pg_13,6.734404722050555,6.81131523712276,6.80722772277228,7.07873015873016,6.54
World Trigger,7.58,tv,manga,368770,2477,pg_13,6.778997828035397,6.90549795361528,6.80722772277228,7.07873015873016,6.955546875
Majo no Tabitabi,7.55,tv,light_novel,330034,3075,pg_13,6.750426085512794,6.54,6.524,6.54,7.0780609325161485
Dr. Stone: Ryuusui,8.42,special,manga,111015,454,pg_13,6.709393496000343,7.08990099009901,7.08680751173709,7.07873015873016,7.42568587317525
Shakugan no Shana,7.47,tv,light_novel,508888,4906,pg_13,6.843293463497806,6.97629927266563,6.85110787172012,6.54,6.97050858594462
Gungrave,7.84,tv,game,174529,2249,r,6.802658250152963,7.14333969943102,6.98389728096677,6.98755434782609,6.95375
Sonny Boy,7.73,tv,original,235781,4137,pg_13,7.06541062801932,6.951085817419655,6.98389728096677,6.54,7.162230311355313
Zoku Sayonara Zetsubou Sensei,7.91,tv,manga,124774,487,r,6.66621791767554,6.894228682951127,7.12786259541985,7.07873015873016,7.00631578947368
Uchuu Senkan Yamato 2199,8.34,ova,original,105896,1636,pg_13,6.802658250152963,6.998680770083556,6.691263440860215,6.54,7.1379651546407565
Last Exile,7.8,tv,original,163333,1760,pg_13,6.74417045660886,6.54,6.75540740740741,6.54,6.93741380451327
Ishuzoku Reviewers,7.46,tv,manga,420170,8788,r+,6.622223621040813,7.00648351648352,6.3835,6.54,7.071380922127022
Arakawa Under the Bridge x Bridge,7.72,tv,manga,154657,409,pg_13,6.7701985110765754,6.54,7.12786259541985,6.98755434782609,7.061998913424913
Nurarihyon no Mago,7.62,tv,manga,252466,1281,pg_13,6.832986330676761,6.80876126126126,6.99734615384615,7.07873015873016,7.147462425393712
Kara no Kyoukai Movie: Mirai Fukuin,8.02,movie,light_novel,105363,259,r,6.97574653935896,6.54,7.27539682539683,6.98755434782609,7.68666666666667
Yamato Nadeshiko Shichihenge♥,7.73,tv,manga,150553,2203,pg_13,6.66621791767554,6.63473684210526,6.95307692307692,6.86086440677966,6.54
Special A,7.51,tv,manga,343648,2634,pg_13,6.7701985110765754,6.90549795361528,6.619800477897255,6.86086440677966,7.07543103448276
Yu☆Gi☆Oh! Duel Monsters,7.47,tv,manga,359033,4168,pg_13,6.7571336568422264,6.40602739726027,6.95782608695652,7.07873015873016,7.027983377077865
Made in Abyss Movie 2: Hourou Suru Tasogare,8.36,movie,web_manga,100038,144,r,6.8407377500005415,6.54,6.79037735849057,6.54,7.94166666666667
Diamond no Ace: Act II,8.26,tv,manga,76912,837,pg_13,6.83221476510067,7.002479515729795,6.98389728096677,7.07873015873016,7.049218234942742
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,7.56,movie,light_novel,260153,580,pg_13,6.70991042345277,7.09210526315789,7.23772727272727,6.54,6.54
Death Note: Rewrite,7.7,special,manga,186723,564,r,6.971612640146075,6.91364985163205,6.98389728096677,7.07873015873016,7.40380165289256
Sukitte Ii na yo.,7.43,tv,manga,598451,4563,pg_13,6.92029211634137,6.90549795361528,6.50457142857143,6.86086440677966,7.112664528802254
World Trigger 2nd Season,8.08,tv,manga,121126,703,pg_13,6.778997828035397,6.90549795361528,6.80722772277228,7.07873015873016,6.955546875
Mobile Suit Gundam Wing,7.7,tv,original,148943,2261,pg_13,6.802658250152963,6.754543185836863,6.97081683168317,6.54,6.955546875
White Album 2,7.63,tv,visual_novel,228078,3121,pg_13,6.870398986175734,6.735255688218065,6.95569892473118,6.54,7.00631578947368
Shadows House,7.76,tv,manga,184414,1380,pg_13,6.833018293848445,6.54,7.13069767441861,6.98755434782609,7.211201390883348
Jin-Rou,7.78,movie,manga,153394,1597,r,6.92029211634137,7.037181044698355,7.05663157894737,6.54,6.54
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.48,tv,light_novel,376734,2559,pg_13,6.804178143452763,6.931683203511787,6.91933962264151,6.86086440677966,7.167889481518426
Bleach Movie 4: Jigoku-hen,7.61,movie,manga,189883,353,pg_13,6.7571336568422264,6.54,6.81260683760684,7.07873015873016,6.54
Kaiba,8.15,tv,original,136540,3315,r+,6.850388075705605,6.54,6.98389728096677,6.54,7.1861
Bishoujo Senshi Sailor Moon: Sailor Stars,7.93,tv,manga,102940,1115,pg_13,6.801530864276774,7.04710059171598,6.80722772277228,6.86086440677966,7.160690104166665
Chrno Crusade,7.63,tv,manga,214479,1896,r,6.846717255277044,6.82146676791192,6.75540740740741,7.07873015873016,7.0985550983368
Major S6,8.34,tv,manga,58264,459,pg_13,6.821612603660447,7.09946107784431,7.01176470588235,7.07873015873016,6.18390756302521
3D Kanojo: Real Girl 2nd Season,7.67,tv,manga,162487,1119,pg_13,6.87417910447761,6.90549795361528,6.20433333333333,6.86086440677966,7.21536683904331
Seihou Bukyou Outlaw Star,7.85,tv,manga,142679,2000,r+,6.72468232187553,6.71029490616622,6.97081683168317,6.54,6.79854772613693
Air Gear,7.5,tv,manga,331165,3454,r+,6.63054566074761,6.54,6.80722772277228,7.07873015873016,7.213623629288995
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,7.6,movie,light_novel,217372,472,pg_13,6.90803899003254,6.91364985163205,7.23772727272727,6.54,7.12994888438656
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,music,music,67252,863,g,6.809455899510207,6.74906174778671,6.80722772277228,6.54,5.99833333333333
Major S4,8.2,tv,manga,60976,193,pg_13,6.821612603660447,7.09946107784431,7.01176470588235,7.07873015873016,6.18390756302521
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.45,tv,light_novel,486549,1714,pg_13,6.762359598535966,6.54,6.85110787172012,6.54,7.009117431302062
Isshuukan Friends.,7.54,tv,4_koma_manga,291975,1174,pg_13,6.71841532176,6.90549795361528,7.02521276595745,7.07873015873016,7.08889682707728
Zero no Tsukaima: Futatsuki no Kishi,7.43,tv,light_novel,470849,1242,pg_13,6.71705675244566,6.927429041606383,6.85110787172012,6.54,7.034935802037903
Bishoujo Senshi Sailor Moon R,7.7,tv,manga,143645,762,pg_13,6.87417910447761,6.92793092648862,6.80722772277228,6.86086440677966,7.160690104166665
Gabriel DropOut,7.46,tv,manga,417895,2978,pg_13,6.7808208897639854,6.85712960743827,6.87641975308642,7.07873015873016,7.113598085093338
Gakkou no Kaidan,7.72,tv,original,172884,1625,pg_13,6.737289970738357,6.54,6.81260683760684,6.54,7.279355214864655
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.09,ova,manga,69409,301,pg_13,6.818971469642113,6.81131523712276,7.08680751173709,7.07873015873016,7.02892857142857
Tensura Nikki: Tensei shitara Slime Datta Ken,7.58,tv,manga,271968,1891,pg_13,6.71558035565759,7.173460038986355,7.14875,7.07873015873016,7.36054564592792
D.Gray-man Hallow,7.71,tv,manga,177617,1002,r,6.7807452735369544,6.80941381647134,7.08680751173709,7.07873015873016,7.331496999979443
Zero no Tsukaima F,7.45,tv,light_novel,387958,1152,pg_13,6.7163934493743325,7.09210526315789,6.85110787172012,6.54,6.974638594164455
Servant x Service,7.64,tv,4_koma_manga,202767,650,pg_13,6.71841532176,6.9754954954955,7.15838095238095,6.98755434782609,7.148076446337173
Sakigake!! Cromartie Koukou,7.91,tv,manga,128101,1534,pg_13,6.66621791767554,7.117855226161003,7.05663157894737,7.07873015873016,7.15383561643836
Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.34,ova,manga,73582,100,pg_13,6.87748057196734,7.184767535392535,7.02521276595745,6.86086440677966,7.2564304722844
Junjou Romantica,7.53,tv,manga,238434,4347,pg_13,6.760387587949283,6.54,6.99734615384615,6.54,7.2637218771566605
Tada-kun wa Koi wo Shinai,7.57,tv,original,259903,1208,pg_13,6.77033658266587,7.06298507462687,6.87641975308642,6.54,7.01922886894352
Aggressive Retsuko (ONA) 2nd Season,7.75,ona,other,100270,239,pg_13,6.71841532176,6.990989505989511,6.59434782608696,6.54,6.715552325581395
Densetsu no Yuusha no Densetsu,7.54,tv,light_novel,278142,1931,r,6.7571336568422264,6.54,6.50457142857143,7.07873015873016,7.171115927091315
Seitokai Yakuindomo OVA,7.77,ova,4_koma_manga,120693,108,r,6.66621791767554,7.098634691093355,6.89032258064516,7.07873015873016,7.00631578947368
Michiko to Hatchin,7.84,tv,original,181313,2217,r,6.7807452735369544,6.54,7.27555555555556,6.54,7.164846740960653
Pokemon XY&Z,7.68,tv,game,120694,899,pg,6.734404722050555,6.54,6.64057692307692,6.11498542274053,6.54
Boruto: Naruto the Movie,7.42,movie,manga,420221,880,pg_13,6.7571336568422264,6.8125641025641,6.81260683760684,7.07873015873016,7.22995867768595
Juuni Kokuki,8.03,tv,novel,133384,2293,pg_13,6.791706208094777,7.09210526315789,6.81260683760684,6.54,6.959453781512606
Kami nomi zo Shiru Sekai: Tenri-hen,7.68,ova,manga,128961,105,pg_13,6.811940294668527,6.78468390804598,7.27555555555556,7.07873015873016,7.128179435243655
Dennou Coil,8.06,tv,original,136495,1573,g,6.831999248845096,6.54,6.98389728096677,6.54,6.8078527322531235
Tokyo Ravens,7.45,tv,light_novel,449637,1940,pg_13,6.801592420876668,6.90549795361528,7.14875,6.54,7.024112129226553
Magic Kaito 1412,7.86,tv,manga,113718,1021,pg_13,6.77711292324199,6.54,7.15838095238095,7.07873015873016,7.116139417914473
Darker than Black: Ryuusei no Gemini,7.44,tv,original,389878,1447,r,6.83566008342436,6.81006637168142,7.32328671328671,6.54,7.329970657654244
High School DxD,7.35,tv,light_novel,1284489,20926,r+,6.676979848049093,6.832981040974174,6.40395833333333,6.54,7.048497796554934
Gekkan Shoujo Nozaki-kun Specials,7.72,special,4_koma_manga,127824,105,pg_13,6.7701985110765754,6.90549795361528,6.87641975308642,6.54,7.0258064516129
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.98,ova,manga,78901,351,r,6.92029211634137,6.809370087898575,6.99734615384615,7.07873015873016,7.18909090909091
Girls & Panzer,7.52,tv,original,272095,4859,pg_13,6.77054879950109,6.898555749716005,6.8645652173913,6.54,7.092299927813057
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,7.72,movie,light_novel,150365,237,pg_13,6.791961028268763,6.54,7.30837398373984,6.54,7.34776785714286
Psycho-Pass 2,7.4,tv,original,600935,1381,r,6.829790346897827,7.085703544325563,6.73811881188119,6.54,7.285624090297609
Magi: Sinbad no Bouken,7.81,ova,manga,121675,229,pg_13,6.7571336568422264,6.54,6.79375,7.07873015873016,7.248634685394125
